waveform	Ch0		Gen	
t0	2023-10-20  17:21:56.883828		2023-10-20  17:21:56.883828	
delta t	8.000000E-6		8.000000E-6	

time[0]	Ch0	time[1]	Gen
2023-10-20  17:21:56.885484	3.512414E-2	2023-10-20  17:21:56.885484	3.519281E-3
2023-10-20  17:21:56.885492	3.512414E-2	2023-10-20  17:21:56.885492	-7.293946E-4
2023-10-20  17:21:56.885500	3.512414E-2	2023-10-20  17:21:56.885500	-7.293946E-4
2023-10-20  17:21:56.885508	3.512414E-2	2023-10-20  17:21:56.885508	7.767956E-3
2023-10-20  17:21:56.885516	7.739511E-2	2023-10-20  17:21:56.885516	3.519281E-3
2023-10-20  17:21:56.885524	7.739511E-2	2023-10-20  17:21:56.885524	2.476266E-2
2023-10-20  17:21:56.885532	7.739511E-2	2023-10-20  17:21:56.885532	7.767956E-3
2023-10-20  17:21:56.885540	7.739511E-2	2023-10-20  17:21:56.885540	-7.293946E-4
2023-10-20  17:21:56.885548	7.739511E-2	2023-10-20  17:21:56.885548	1.201663E-2
2023-10-20  17:21:56.885556	7.739511E-2	2023-10-20  17:21:56.885556	1.201663E-2
2023-10-20  17:21:56.885564	1.196661E-1	2023-10-20  17:21:56.885564	2.051398E-2
2023-10-20  17:21:56.885572	7.739511E-2	2023-10-20  17:21:56.885572	-7.293946E-4
2023-10-20  17:21:56.885580	1.196661E-1	2023-10-20  17:21:56.885580	-9.226745E-3
2023-10-20  17:21:56.885588	1.196661E-1	2023-10-20  17:21:56.885588	-4.978070E-3
2023-10-20  17:21:56.885596	1.196661E-1	2023-10-20  17:21:56.885596	7.767956E-3
2023-10-20  17:21:56.885604	1.196661E-1	2023-10-20  17:21:56.885604	-7.293946E-4
2023-10-20  17:21:56.885612	1.619371E-1	2023-10-20  17:21:56.885612	7.767956E-3
2023-10-20  17:21:56.885620	1.619371E-1	2023-10-20  17:21:56.885620	-4.978070E-3
2023-10-20  17:21:56.885628	1.619371E-1	2023-10-20  17:21:56.885628	-9.226745E-3
2023-10-20  17:21:56.885636	1.619371E-1	2023-10-20  17:21:56.885636	-7.293946E-4
2023-10-20  17:21:56.885644	1.619371E-1	2023-10-20  17:21:56.885644	-9.226745E-3
2023-10-20  17:21:56.885652	1.619371E-1	2023-10-20  17:21:56.885652	-7.293946E-4
2023-10-20  17:21:56.885660	1.619371E-1	2023-10-20  17:21:56.885660	7.767956E-3
2023-10-20  17:21:56.885668	2.042080E-1	2023-10-20  17:21:56.885668	7.767956E-3
2023-10-20  17:21:56.885676	2.042080E-1	2023-10-20  17:21:56.885676	7.767956E-3
2023-10-20  17:21:56.885684	2.042080E-1	2023-10-20  17:21:56.885684	-4.978070E-3
2023-10-20  17:21:56.885692	1.619371E-1	2023-10-20  17:21:56.885692	1.626531E-2
2023-10-20  17:21:56.885700	2.042080E-1	2023-10-20  17:21:56.885700	3.519281E-3
2023-10-20  17:21:56.885708	2.042080E-1	2023-10-20  17:21:56.885708	-7.293946E-4
2023-10-20  17:21:56.885716	2.042080E-1	2023-10-20  17:21:56.885716	1.626531E-2
2023-10-20  17:21:56.885724	2.042080E-1	2023-10-20  17:21:56.885724	-7.293946E-4
2023-10-20  17:21:56.885732	2.464790E-1	2023-10-20  17:21:56.885732	7.767956E-3
2023-10-20  17:21:56.885740	2.464790E-1	2023-10-20  17:21:56.885740	-7.293946E-4
2023-10-20  17:21:56.885748	2.464790E-1	2023-10-20  17:21:56.885748	-7.293946E-4
2023-10-20  17:21:56.885756	2.887500E-1	2023-10-20  17:21:56.885756	-7.293946E-4
2023-10-20  17:21:56.885764	2.887500E-1	2023-10-20  17:21:56.885764	-4.978070E-3
2023-10-20  17:21:56.885772	2.464790E-1	2023-10-20  17:21:56.885772	3.519281E-3
2023-10-20  17:21:56.885780	2.887500E-1	2023-10-20  17:21:56.885780	-7.293946E-4
2023-10-20  17:21:56.885788	2.887500E-1	2023-10-20  17:21:56.885788	-7.293946E-4
2023-10-20  17:21:56.885796	2.887500E-1	2023-10-20  17:21:56.885796	-7.293946E-4
2023-10-20  17:21:56.885804	2.887500E-1	2023-10-20  17:21:56.885804	-4.978070E-3
2023-10-20  17:21:56.885812	2.887500E-1	2023-10-20  17:21:56.885812	-7.293946E-4
2023-10-20  17:21:56.885820	3.310209E-1	2023-10-20  17:21:56.885820	1.201663E-2
2023-10-20  17:21:56.885828	3.310209E-1	2023-10-20  17:21:56.885828	-7.293946E-4
2023-10-20  17:21:56.885836	3.310209E-1	2023-10-20  17:21:56.885836	1.201663E-2
2023-10-20  17:21:56.885844	3.310209E-1	2023-10-20  17:21:56.885844	-7.293946E-4
2023-10-20  17:21:56.885852	3.310209E-1	2023-10-20  17:21:56.885852	-1.347542E-2
2023-10-20  17:21:56.885860	3.310209E-1	2023-10-20  17:21:56.885860	1.201663E-2
2023-10-20  17:21:56.885868	3.732919E-1	2023-10-20  17:21:56.885868	1.201663E-2
2023-10-20  17:21:56.885876	3.732919E-1	2023-10-20  17:21:56.885876	3.519281E-3
2023-10-20  17:21:56.885884	3.732919E-1	2023-10-20  17:21:56.885884	-7.293946E-4
2023-10-20  17:21:56.885892	3.732919E-1	2023-10-20  17:21:56.885892	-1.772410E-2
2023-10-20  17:21:56.885900	3.732919E-1	2023-10-20  17:21:56.885900	3.519281E-3
2023-10-20  17:21:56.885908	3.732919E-1	2023-10-20  17:21:56.885908	-4.978070E-3
2023-10-20  17:21:56.885916	3.732919E-1	2023-10-20  17:21:56.885916	-9.226745E-3
2023-10-20  17:21:56.885924	3.732919E-1	2023-10-20  17:21:56.885924	-4.978070E-3
2023-10-20  17:21:56.885932	3.732919E-1	2023-10-20  17:21:56.885932	3.519281E-3
2023-10-20  17:21:56.885940	4.155629E-1	2023-10-20  17:21:56.885940	-9.226745E-3
2023-10-20  17:21:56.885948	4.155629E-1	2023-10-20  17:21:56.885948	1.626531E-2
2023-10-20  17:21:56.885956	4.155629E-1	2023-10-20  17:21:56.885956	-1.347542E-2
2023-10-20  17:21:56.885964	4.155629E-1	2023-10-20  17:21:56.885964	-4.978070E-3
2023-10-20  17:21:56.885972	4.155629E-1	2023-10-20  17:21:56.885972	-4.978070E-3
2023-10-20  17:21:56.885980	4.155629E-1	2023-10-20  17:21:56.885980	1.201663E-2
2023-10-20  17:21:56.885988	4.155629E-1	2023-10-20  17:21:56.885988	7.767956E-3
2023-10-20  17:21:56.885996	4.155629E-1	2023-10-20  17:21:56.885996	1.201663E-2
2023-10-20  17:21:56.886004	4.578338E-1	2023-10-20  17:21:56.886004	2.051398E-2
2023-10-20  17:21:56.886012	4.578338E-1	2023-10-20  17:21:56.886012	-7.293946E-4
2023-10-20  17:21:56.886020	5.001048E-1	2023-10-20  17:21:56.886020	-7.293946E-4
2023-10-20  17:21:56.886028	5.001048E-1	2023-10-20  17:21:56.886028	1.201663E-2
